Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"MYT1L","Myelin Transcription Factor 1 Like","Protein Coding","Q9UL68","55","GC02M001789","11.9169521331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYT1L"
"TP53","Tumor Protein P53","Protein Coding","P04637","66","GC17M007661","11.8676691055298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"GPT","Glutamic--Pyruvic Transaminase","Protein Coding","P24298","55","GC08P144502","11.8571538925171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT"
"FASN","Fatty Acid Synthase","Protein Coding","P49327","62","GC17M082078","11.7779579162598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN"
"HNF1B","HNF1 Homeobox B","Protein Coding","P35680","56","GC17M037686","11.7600402832031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"IRS2","Insulin Receptor Substrate 2","Protein Coding","Q9Y4H2","59","GC13M109752","11.6967706680298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2"
"REN","Renin","Protein Coding","P00797","62","GC01M204154","11.5099077224731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","O95477","62","GC09M104781","11.4592618942261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"LOC105376020","Uncharacterized LOC105376020","RNA Gene","","13","GC09P058483","11.4401006698608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105376020"
"SLC6A3","Solute Carrier Family 6 Member 3","Protein Coding","Q01959","64","GC05M001392","11.4196634292603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3"
"MIR143","MicroRNA 143","RNA Gene","","33","GC05P153734","11.3660945892334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"ASOBS","Asthma And Obesity Susceptibility, Chromosome 16p11 Inversion Related","Genetic Locus","","2","GC16U901990","11.2559156417847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASOBS"
"POGZ","Pogo Transposable Element Derived With ZNF Domain","Protein Coding","Q7Z3K3","53","GC01M151402","11.255428314209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POGZ"
"LDLR","Low Density Lipoprotein Receptor","Protein Coding","P01130","64","GC19P122311","11.2294416427612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","P36956","62","GC17M017810","11.2276773452759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"CUL4B","Cullin 4B","Protein Coding","Q13620","56","GC0XM120524","11.1786842346191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4B"
"MYH9","Myosin Heavy Chain 9","Protein Coding","P35579","61","GC22M036281","11.1375665664673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"HCRT","Hypocretin Neuropeptide Precursor","Protein Coding","O43612","52","GC17M085215","11.0808391571045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRT"
"PLA2G7","Phospholipase A2 Group VII","Protein Coding","Q13093","63","GC06M046704","11.0339288711548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G7"
"IGFBP3","Insulin Like Growth Factor Binding Protein 3","Protein Coding","P17936","59","GC07M045912","11.0030746459961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3"
"INPPL1","Inositol Polyphosphate Phosphatase Like 1","Protein Coding","O15357","60","GC11P072223","10.9997730255127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPPL1"
"SCN1A","Sodium Voltage-Gated Channel Alpha Subunit 1","Protein Coding","P35498","60","GC02M165989","10.8110914230347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1A"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","O76024","58","GC04P006269","10.7622404098511","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"SOD1","Superoxide Dismutase 1","Protein Coding","P00441","66","GC21P031659","10.7299976348877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"KCNH2","Potassium Voltage-Gated Channel Subfamily H Member 2","Protein Coding","Q12809","63","GC07M150944","10.7224235534668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2"
"COG2","Component Of Oligomeric Golgi Complex 2","Protein Coding","Q14746","52","GC01P230642","10.7076454162598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG2"
"HSD11B2","Hydroxysteroid 11-Beta Dehydrogenase 2","Protein Coding","P80365","58","GC16P097638","10.6574363708496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2"
"FBXO11","F-Box Protein 11","Protein Coding","Q86XK2","55","GC02M047789","10.6379365921021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO11"
"TCF7L2","Transcription Factor 7 Like 2","Protein Coding","Q9NQB0","59","GC10P112950","10.5786991119385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2"
"G6PC1","Glucose-6-Phosphatase Catalytic Subunit 1","Protein Coding","P35575","56","GC17P124441","10.5329580307007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC1"
"DDHD2","DDHD Domain Containing 2","Protein Coding","O94830","52","GC08P038225","10.5295000076294","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD2"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","P11166","66","GC01M042925","10.5215463638306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"FABP4","Fatty Acid Binding Protein 4","Protein Coding","P15090","55","GC08M081478","10.4732780456543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","64","GC05P068215","10.4121398925781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"PDX1","Pancreatic And Duodenal Homeobox 1","Protein Coding","P52945","58","GC13P027931","10.3913879394531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1"
"CPT1A","Carnitine Palmitoyltransferase 1A","Protein Coding","P50416","62","GC11M068754","10.3586654663086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1A"
"XDH","Xanthine Dehydrogenase","Protein Coding","P47989","60","GC02M031334","10.3038492202759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH"
"MIR27B","MicroRNA 27b","RNA Gene","","30","GC09P102158","10.2908449172974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27B"
"IL1B","Interleukin 1 Beta","Protein Coding","P01584","60","GC02M112829","10.2101955413818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"MIR122","MicroRNA 122","RNA Gene","","30","GC18P058451","10.1701927185059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"HMOX1","Heme Oxygenase 1","Protein Coding","P09601","65","GC22P035380","10.1678447723389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"NRXN1","Neurexin 1","Protein Coding","Q9ULB1","60","GC02M049918","10.1523027420044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRXN1"
"CAV1","Caveolin 1","Protein Coding","Q03135","62","GC07P116524","10.107871055603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"MAOA","Monoamine Oxidase A","Protein Coding","P21397","62","GC0XP043654","10.0836524963379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA"
"CHKB-CPT1B","CHKB-CPT1B Readthrough (NMD Candidate)","RNA Gene","","26","GC22M050568","10.068323135376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB-CPT1B"
"PPARD","Peroxisome Proliferator Activated Receptor Delta","Protein Coding","Q03181","58","GC06P144888","10.0478487014771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARD"
"H6PD","Hexose-6-Phosphate Dehydrogenase/Glucose 1-Dehydrogenase","Protein Coding","O95479","56","GC01P009234","10.0010976791382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H6PD"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","Q8N726","64","GC09M021967","9.97644996643066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"PRL","Prolactin","Protein Coding","P01236","56","GC06M022287","9.97156810760498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"LCAT","Lecithin-Cholesterol Acyltransferase","Protein Coding","P04180","60","GC16M067939","9.96500587463379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCAT"
"CP","Ceruloplasmin","Protein Coding","P00450","61","GC03M149162","9.89953804016113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","9.89129734039307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"C3","Complement C3","Protein Coding","P01024","62","GC19M006677","9.87473964691162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3"
"MAN1B1","Mannosidase Alpha Class 1B Member 1","Protein Coding","Q9UKM7","59","GC09P137086","9.83681964874268","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1B1"
"ITLN1","Intelectin 1","Protein Coding","Q8WWA0","52","GC01M160876","9.81683921813965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1"
"CAPN10","Calpain 10","Protein Coding","Q9HC96","53","GC02P240586","9.80026340484619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN10"
"EMC1","ER Membrane Protein Complex Subunit 1","Protein Coding","Q8N766","51","GC01M019215","9.7912540435791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC1"
"PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","Q8NBP7","63","GC01P055039","9.72218036651611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9"
"GLP1R","Glucagon Like Peptide 1 Receptor","Protein Coding","P43220","60","GC06P039048","9.71090698242188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP1R"
"PDP1","Pyruvate Dehydrogenase Phosphatase Catalytic Subunit 1","Protein Coding","Q9P0J1","60","GC08P093857","9.67007923126221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDP1"
"GRIA4","Glutamate Ionotropic Receptor AMPA Type Subunit 4","Protein Coding","P48058","62","GC11P105609","9.66739177703857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA4"
"DIXDC1","DIX Domain Containing 1","Protein Coding","Q155Q3","44","GC11P111927","9.66739177703857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIXDC1"
"RSRC2","Arginine And Serine Rich Coiled-Coil 2","Protein Coding","Q7L4I2","44","GC12M122503","9.66739177703857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSRC2"
"POLGARF","POLG Alternative Reading Frame","Protein Coding","A0A3B3IS91","18","GC15M155137","9.66739177703857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLGARF"
"ALB","Albumin","Protein Coding","P02768","62","GC04P073397","9.66486740112305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"EIF2S3","Eukaryotic Translation Initiation Factor 2 Subunit Gamma","Protein Coding","P41091","58","GC0XP024054","9.6403923034668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S3"
"SOD2-OT1","SOD2 Overlapping Transcript 1","RNA Gene","","21","GC06M159772","9.62609386444092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2-OT1"
"CAT","Catalase","Protein Coding","P04040","64","GC11P034460","9.62361907958984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"PNPLA6","Patatin Like Phospholipase Domain Containing 6","Protein Coding","Q8IY17","56","GC19P007534","9.60666847229004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA6"
"SLC2A2","Solute Carrier Family 2 Member 2","Protein Coding","P11168","63","GC03M170996","9.58666515350342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A2"
"NEUROD1","Neuronal Differentiation 1","Protein Coding","Q13562","56","GC02M181673","9.582594871521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1"
"CYP21A2","Cytochrome P450 Family 21 Subfamily A Member 2","Protein Coding","P08686","56","GC06P144787","9.57970714569092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2"
"CASR","Calcium Sensing Receptor","Protein Coding","P41180","64","GC03P122183","9.5745964050293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"LIPA","Lipase A, Lysosomal Acid Type","Protein Coding","P38571","61","GC10M089213","9.49923038482666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPA"
"PAX4","Paired Box 4","Protein Coding","O43316","53","GC07M127610","9.46628093719482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX4"
"IL18","Interleukin 18","Protein Coding","Q14116","57","GC11M112143","9.46162986755371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"MT-RNR1","Mitochondrially Encoded 12S RRNA","RNA Gene","A0A0C5B5G6","25","GCMTP000642","9.44479751586914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR1"
"NOS3","Nitric Oxide Synthase 3","Protein Coding","P29474","63","GC07P159858","9.38234233856201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"ALPL","Alkaline Phosphatase, Biomineralization Associated","Protein Coding","P05186","63","GC01P021508","9.35186672210693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPL"
"CERNA3","Competing Endogenous LncRNA 3 For MiR-645","RNA Gene","","21","GC08P056352","9.33686637878418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERNA3"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","P19440","62","GC22P024583","9.32528495788574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"RYR1","Ryanodine Receptor 1","Protein Coding","P21817","61","GC19P122999","9.31863784790039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR1"
"SCD","Stearoyl-CoA Desaturase","Protein Coding","O00767","63","GC10P100347","9.26971817016602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCD"
"CYP17A1","Cytochrome P450 Family 17 Subfamily A Member 1","Protein Coding","P05093","62","GC10M102830","9.26927280426025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1"
"CPE","Carboxypeptidase E","Protein Coding","P16870","60","GC04P165361","9.26736545562744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPE"
"ARG1","Arginase 1","Protein Coding","P05089","62","GC06P146254","9.25929069519043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG1"
"CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","P23786","63","GC01P053196","9.2445240020752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"
"HFE","Homeostatic Iron Regulator","Protein Coding","Q30201","58","GC06P026087","9.20557975769043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFE"
"CYP11B2","Cytochrome P450 Family 11 Subfamily B Member 2","Protein Coding","P19099","59","GC08M142910","9.19568157196045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B2"
"SERPINA12","Serpin Family A Member 12","Protein Coding","Q8IW75","52","GC14M094487","9.19235897064209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA12"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","P05362","63","GC19P122290","9.16311740875244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"SIRT1","Sirtuin 1","Protein Coding","Q96EB6","62","GC10P067884","9.11654472351074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"CIDEC","Cell Death Inducing DFFA Like Effector C","Protein Coding","Q96AQ7","54","GC03M009866","9.08962249755859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIDEC"
"SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","O14543","56","GC17M078356","9.08426380157471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3"
"PON1","Paraoxonase 1","Protein Coding","P27169","60","GC07M095297","9.08153915405273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"MT-ND1","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1","Protein Coding","P03886","45","GCMTP003309","9.0690803527832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND1"
"CTSD","Cathepsin D","Protein Coding","P07339","66","GC11M001752","9.06480598449707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"HAMP","Hepcidin Antimicrobial Peptide","Protein Coding","P81172","56","GC19P122921","9.03223896026611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAMP"
"CETP","Cholesteryl Ester Transfer Protein","Protein Coding","P11597","59","GC16P056961","8.97716236114502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","P82650","54","GC03P139005","8.96179485321045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"SNHG11","Small Nucleolar RNA Host Gene 11","RNA Gene","","28","GC20P038446","8.95762252807617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG11"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","67","GC12P112418","8.93017864227295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","P31749","66","GC14M104769","8.92237377166748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"TMEM67","Transmembrane Protein 67","Protein Coding","Q5HYA8","53","GC08P093754","8.90163040161133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM67"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","8.88339710235596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"NR1H2","Nuclear Receptor Subfamily 1 Group H Member 2","Protein Coding","P55055","58","GC19P050329","8.87247371673584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2"
"APLN","Apelin","Protein Coding","Q9ULZ1","50","GC0XM129645","8.8647632598877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLN"
"SLC2A9","Solute Carrier Family 2 Member 9","Protein Coding","Q9NRM0","58","GC04M009772","8.85023307800293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A9"
"COA3","Cytochrome C Oxidase Assembly Factor 3","Protein Coding","Q9Y2R0","46","GC17M042795","8.81075286865234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA3"
"MT-ATP6","Mitochondrially Encoded ATP Synthase Membrane Subunit 6","Protein Coding","P00846","43","GCMTP008531","8.79792785644531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ATP6"
"DPP4","Dipeptidyl Peptidase 4","Protein Coding","P27487","62","GC02M161992","8.79718208312988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4"
"HADHA","Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Alpha","Protein Coding","P40939","60","GC02M026190","8.79589653015137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHA"
"PAX6","Paired Box 6","Protein Coding","P26367","60","GC11M031784","8.76618194580078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX6"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","62","GC11M012582","8.76064968109131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","Q99259","63","GC02P170813","8.73473834991455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"IAPP","Islet Amyloid Polypeptide","Protein Coding","P10997","52","GC12P021354","8.72292423248291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP"
